a,1,1,,,Blond desembrood,,0,0,0,0,0,0,0,"delivery,takeaway",1,9
a,2,2,,,Volkoren desembrood,,0,0,0,0,0,0,0,"delivery,takeaway",1,9
b,3,3,,,Wegwerp plastic,,0.15,0.15,0.15,0,0,0,0,"delivery,takeaway",1,9
c,4,4,,,Ik bestel graag de vegan box,,0,0,0,0,0,0,0,"delivery,takeaway",1,9
c,5,5,,,Ik bestel graag de reguliere box,,0,0,0,0,0,0,0,"delivery,takeaway",1,9
c,6,6,,,Ik bestel graag de vegetarische box,,0,0,0,0,0,0,0,"delivery,takeaway",1,9
d,7,7,,,Bacon,,0,0,0,0,0,0,0,"delivery,takeaway",1,9
d,8,8,,,Warmgerookte zalm,,0,0,0,0,0,0,0,"delivery,takeaway",1,9
d,9,9,,,Geen - vegetarisch,,0,0,0,0,0,0,0,"delivery,takeaway",1,9
e,10,10,,,"Energie, incl. wegwerp plastic toeslag EUR 0,15",,5.65,5.65,5.65,0,0,0,0,"delivery,takeaway",1,9
e,11,11,,,"Zomergroen, incl. wegwerp plastic toeslag EUR 0,15",,5.65,5.65,5.65,0,0,0,0,"delivery,takeaway",1,9
e,12,12,,,"Alles-in-één, incl. wegwerp plastic toeslag EUR 0,15",,5.65,5.65,5.65,0,0,0,0,"delivery,takeaway",1,9
e,13,13,,,"Oppepper, incl. wegwerp plastic toeslag EUR 0,15",,6.15,6.15,6.15,0,0,0,0,"delivery,takeaway",1,9
e,14,14,,,"Verse sinaasappelsap, incl. wegwerp plastic toeslag EUR 0,15",,5.15,5.15,5.15,0,0,0,0,"delivery,takeaway",1,9
f,15,15,,,Boter,,0,0,0,0,0,0,0,"delivery,takeaway",1,9
f,16,16,,,Fruitcompote,,0,0,0,0,0,0,0,"delivery,takeaway",1,9
g,17,17,,,Met gedroogde scharrelham,,2,2,2,0,0,0,0,"delivery,takeaway",1,9
g,18,18,,,Met gesmolten kaas,,1.5,1.5,1.5,0,0,0,0,"delivery,takeaway",1,9
h,19,19,,,Schulp appelsap,,3.5,3.5,3.5,0,0,0,0,"delivery,takeaway",1,9
i,20,20,,,Kaas,,0,0,0,0,0,0,0,"delivery,takeaway",1,9
i,21,21,,,Jam,,0,0,0,0,0,0,0,"delivery,takeaway",1,9
i,22,22,,,Pure chocoladestukjes,,0,0,0,0,0,0,0,"delivery,takeaway",1,9
e,23,23,,,"IJsthee, incl. wegwerp plastic toeslag EUR 0,15",,4.15,4.15,4.15,0,0,0,0,"delivery,takeaway",1,9
e,24,24,,,"Groene ijsthee, incl. wegwerp plastic toeslag EUR 0,15",,4.15,4.15,4.15,0,0,0,0,"delivery,takeaway",1,9
j,25,25,,,Vandaag blijf ik binnen,,3.5,3.5,3.5,0,0,0,0,"delivery,takeaway",1,9
j,26,26,,,Een wijs besluit,,3.5,3.5,3.5,0,0,0,0,"delivery,takeaway",1,9
j,27,27,,,Even niks,,3.5,3.5,3.5,0,0,0,0,"delivery,takeaway",1,9
j,28,28,,,Een beetje geluk,,3.5,3.5,3.5,0,0,0,0,"delivery,takeaway",1,9
j,29,29,,,Held in een mok,,3.5,3.5,3.5,0,0,0,0,"delivery,takeaway",1,9
